#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B211C7
#Date Time: 2024-12-03 12:34:19.900
#Start: 10 Hz
#Stop: 2e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.54176 V
#Offset: 0.000158986 V
#Relative: no
#Channel: Channel 2
#Range: 61.7591 V
#Offset: 7.99854 V
#Relative: yes
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 1 V
#Negative Supply: Rdy
#Voltage: -1 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
16442.13453289015,0.06579968376605515,26.04331748097819,171.3892619769663
17836.03834456102,0.07350313968759033,26.01404547331341,170.6022577773524
19348.11220479247,0.0610720058357448,25.98747875932132,169.7109998882572
20988.37413653544,0.0738929420858028,25.95531932511289,168.8033068205258
22767.69145395364,0.07963891947703713,25.91694674490987,167.7796925156613
24697.85276221502,0.07589807114363972,25.87182005908048,166.7831620285078
26791.64606116125,0.07184415660830253,25.82970576597767,165.6228409568678
29062.94347031983,0.08559984929340711,25.76948168090067,164.4419880235296
31526.79313659146,0.08665677539858513,25.70888473804733,163.0876103662272
34199.51893353393,0.09482336295998069,25.6365234020378,161.8320227474397
37098.82861278544,0.08327885494293122,25.57029037889132,160.3109353230633
40243.93112416826,0.08307625406949319,25.46314393331119,158.8818684378448
43655.66388176041,0.09834343449644449,25.35708184394714,157.2236112949494
47356.63081911784,0.09626978416556639,25.24876076452656,155.560798112656
51371.3521483111,0.1080299963447287,25.10810001698538,153.7301800978527
55726.42681498407,0.1067453837638302,24.95619262287408,151.8283915839594
60450.70872575564,0.1155294100839745,24.78054847116954,149.8994125607748
65575.497915534,0.1131527091821934,24.58846630073179,147.8518219728622
71134.74792129421,0.1171503265972316,24.3811209849937,145.6794230416298
77165.29073624278,0.1323108397224404,24.12235597210585,143.5992408615025
83707.08083477178,0.1216267150936634,23.86747644787611,141.3473186050041
90803.45988495114,0.1463413188624668,23.5741661589014,139.1783977349195
98501.44390237592,0.1446600642629401,23.25408635924666,136.7888911436053
106852.0347478624,0.1321681325892503,22.91731499789295,134.5350578129096
115910.5580327741,0.1622645085854827,22.53640924927966,132.3613015622525
125737.0296707228,0.1458530000288974,22.12834508016386,130.0524470907436
136396.5535041766,0.1421838205676662,21.71251780708668,127.8242977910689
147959.7526403915,0.1480914571754432,21.24521475220553,125.548038013934
160503.237354421,0.1675232156196992,20.76010285449797,123.6267955299904
174110.1126592249,0.1328372929995156,20.27444349491615,121.3833401633879
188870.5289057084,0.1274245605794509,19.74874672135073,119.4841707918648
204882.279060613,0.1228455493095315,19.21543774799115,117.6158191651911
222251.4466194315,0.1296994883157948,18.66915314802682,115.6360934926309
241093.1084470057,0.1268123066268216,18.05549584226145,114.1283410021852
261532.0972023662,0.1013022338135653,17.46047527914428,112.4999790355569
283703.8283991537,0.1026786059695481,16.85393427334576,110.9733491656489
307755.1975811874,0.09935079465319485,16.24361760988684,109.4573006723888
333845.5535572823,0.09815138013600851,15.62627036228519,107.9864731741827
362147.7541433441,0.07600375965580265,15.00751153571426,107.0322980621098
392849.3114064041,0.07575055422125397,14.34251057379747,105.8576040787811
426153.6339982355,0.0597224572546387,13.67879818321736,104.5775751769798
462281.3748094603,0.05054300484895551,13.04673210138015,103.4632675478408
501471.8928728169,0.04918623111618898,12.38964503141703,102.3981296262277
543984.8392012253,0.02932313290567971,11.69217749349898,101.4681260873982
590101.8770673838,0.006622369917203347,11.03828394685832,100.5638119674035
640128.5481223483,-0.00185290955977962,10.36239411105795,100.0086555747741
694396.2967168038,0.001341026097051297,9.685359835820496,99.08636603470407
753264.6658368545,-0.01257749478172322,9.01644496912056,98.49866736554361
817123.6792031936,-0.01527758955923892,8.333809801505421,97.74930998870413
886396.4253159013,-0.03335479330183019,7.605984144003576,97.04333441485494
961541.8605650611,-0.04071535622458609,6.95448597347649,96.41329406671406
1043057.849978826,-0.05010416467371138,6.255792719638372,95.91486042341623
1131484.465754921,-0.06240857066521662,5.543913715305944,95.59413707576988
1227407.565429555,-0.08200421156602547,4.848475936823343,94.84255470984611
1331462.673390359,-0.08580958845809158,4.207302366388453,94.49168049453031
1444339.191449728,-0.09713037758947275,3.483868226255201,93.95383208787443
1566784.966375128,-0.1194436962094269,2.819639448768239,93.64677595996943
1699611.24463786,-0.1463844474478038,2.169045062795574,93.26252148967869
1843698.04720722,-0.1674178254473448,1.526475583183969,92.72978301874707
2000000,-0.1983234130019812,0.9179064955003027,92.24601088179
