#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B2E07B
#Date Time: 2024-12-03 12:35:00.186
#Start: 10 Hz
#Stop: 2e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.54648 V
#Offset: -0.000248277 V
#Relative: no
#Channel: Channel 2
#Range: 61.501 V
#Offset: 7.99769 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1033.692578806012,0.01826406567787094,25.79655976650756,-169.668195059312
1121.325241269111,0.01918098648044579,25.81860746651743,-170.5216013081854
1216.387079183232,0.01962497600776149,25.83980754513293,-171.2995077365015
1319.507910772895,0.01861871169082276,25.85961978017777,-172.0488042006041
1431.370947939817,0.02144461130641748,25.87310239983256,-172.7230502673606
1552.717322782888,0.02368453768356437,25.88718631266911,-173.3494041602765
1684.350997859868,0.02213488491324059,25.90270615292033,-173.9498443479782
1827.144092723075,0.02090791330939066,25.91544842249476,-174.5141603330675
1982.04266201917,0.02000582360165412,25.92985781125854,-175.0474157831181
2150.072963435102,0.02283400241197255,25.93787134457301,-175.5740331279966
2332.348257017431,0.02276166183321806,25.95149705036947,-176.0198915976195
2530.076180913036,0.02456513966016724,25.96001528609277,-176.4894511764409
2744.566752398006,0.02300918987137086,25.97292777204761,-176.9269301570149
2977.241047204444,0.02240015477660778,25.98460160375514,-177.3813234316155
3229.640614648674,0.02731302186441676,25.99044822924626,-177.788604131958
3503.437690939509,0.02734038316773245,26.00268518032146,-178.2357115203139
3800.44627833328,0.031397765938128,26.01049802059259,-178.6424630799139
4122.634163538966,0.0313294642791874,26.02049381547199,-179.0692864773818
4472.135954999579,0.03048629850573504,26.03182978756871,-179.4725967780049
4851.267225426465,0.0340522647899647,26.03824617153887,-179.9159327951067
5262.539853285646,0.0332650495819625,26.04696285605001,179.6336151226378
5708.678664879192,0.03400273820922733,26.05425908052251,179.1862726469207
6192.639487281042,0.03891547435679815,26.05756012033431,178.6833548117829
6717.628731734537,0.02392422600830147,26.06074181488158,178.2030034407738
7287.124637258479,0.04189993921343228,26.05756344467783,177.7027699956298
7904.900315208114,0.04453215836990505,26.05545685657644,177.1551642948037
8575.0487474695,0.044838721474179,26.05347849011082,176.6352577911527
9302.009903908862,0.04674733316473646,26.04068481348898,176.0762277810653
10090.60015873995,0.03843794639154539,26.03268008239914,175.4945220644254
10946.04420070293,0.04952391449031041,26.01964335452985,174.9007841166818
11874.00964847109,0.03916207188597276,26.00866992304093,174.2650567144039
12880.6446006248,0.05989039569137718,25.98832563361473,173.6312345422736
13972.61836897428,0.05777764707546734,25.96787100168012,172.9726911120082
15157.16566510397,0.05898004116937001,25.94465360021785,172.241172822257
16442.13453289015,0.06226862023804124,25.92528872954141,171.4690868322421
17836.03834456102,0.0616056091650715,25.89575129161406,170.7341659053333
19348.11220479247,0.05268901558322618,25.87683614856135,169.8745090387442
20988.37413653544,0.06512772680610848,25.83778765823478,168.9710557990732
22767.69145395364,0.06521260292093067,25.80186479876769,168.0117732610212
24697.85276221502,0.07104177948047308,25.75946867457184,167.0537092007058
26791.64606116125,0.06310003706537552,25.71324438840749,165.9094735556922
29062.94347031983,0.07529471259841664,25.65909813188055,164.7256866775906
31526.79313659146,0.06179019920246857,25.61002510152623,163.5465286895195
34199.51893353393,0.07099972310455778,25.54097723308304,162.2733877471855
37098.82861278544,0.07857599911322305,25.4623446846818,160.849704924389
40243.93112416826,0.07138601162352116,25.37453599737279,159.3246610723727
43655.66388176041,0.08345319625329004,25.27805451899032,157.7551152291724
47356.63081911784,0.07107335022807336,25.16403611405832,156.0887602220719
51371.3521483111,0.09088138547008205,25.0297110391651,154.3505085297625
55726.42681498407,0.1067030246394642,24.87942558904219,152.5135835499395
60450.70872575564,0.09111282652359763,24.71988875115914,150.5425706965319
65575.497915534,0.1026307270114618,24.52325711277811,148.5639673709213
71134.74792129421,0.0996346341315649,24.30505561419282,146.5291790980834
77165.29073624278,0.1145741242348075,24.08591618887493,144.4207917069524
83707.08083477178,0.09906122094823126,23.8389796570742,142.3234130245141
90803.45988495114,0.1277744609593864,23.55916987229661,139.8646225546716
98501.44390237592,0.1042804619772225,23.27042361004765,137.7487309852742
106852.0347478624,0.1291522945668118,22.90837495513479,135.3749293982308
115910.5580327741,0.136275480298772,22.54893622264095,133.0988503656947
125737.0296707228,0.1415932370455137,22.10583093034821,130.6928572881484
136396.5535041766,0.123112982185444,21.7500531256892,128.732096211662
147959.7526403915,0.1074645366383445,21.29472051798528,126.5391415881784
160503.237354421,0.114040133368271,20.83069420999284,124.3536953659338
174110.1126592249,0.1186540501267338,20.3369032018788,122.4070261189285
188870.5289057084,0.1096799811883678,19.82302447230819,120.2362785141038
204882.279060613,0.08690983955041427,19.30184023164499,118.1443881263074
222251.4466194315,0.09383687695057227,18.75505074270245,116.4475551848608
241093.1084470057,0.1179554550059289,18.14467259712582,114.6350253796777
261532.0972023662,0.09804405581241243,17.57819869832915,113.0895567445816
283703.8283991537,0.06671983089801926,16.93929847450497,111.5405414520878
307755.1975811874,0.09000692455998736,16.36115790764554,109.4866833751785
333845.5535572823,0.0412284833021663,15.71526754467592,108.2785282328541
362147.7541433441,0.03293883402943619,15.12069989141172,106.9276823520706
392849.3114064041,0.03455156060209582,14.43995382547523,106.2040728944048
426153.6339982355,0.009080354627768229,13.77105301641928,105.0069421860845
462281.3748094603,0.0237093307903833,13.14588279014573,103.4882953515676
501471.8928728169,0.002612760570279056,12.4640026728406,102.702345426785
543984.8392012253,-0.002086455285058424,11.83203677852842,101.8586321805892
590101.8770673838,0.01524572223052896,11.1289583852542,100.5204769264975
640128.5481223483,0.008607598991093836,10.40401602412939,99.88402726073656
694396.2967168038,-0.0314303434935672,9.761083125244905,99.76255604463194
753264.6658368545,-0.006014132027674745,9.107911352409142,98.59196989810951
817123.6792031936,-0.0458374525129486,8.413479289530404,98.25018313081392
886396.4253159013,-0.06809402312541205,7.688031484060902,97.54649085570048
961541.8605650611,-0.0836482573896337,7.03703530951244,96.99621497228956
1043057.849978826,-0.06512699008565762,6.347218555311215,96.89180230930205
1131484.465754921,-0.08085976574438419,5.688524226590598,95.8474727171409
1227407.565429555,-0.1189726471315624,5.085583172623567,95.54668210872069
1331462.673390359,-0.1034117820191337,4.33844594539673,94.8013753493417
1444339.191449728,-0.1128019121812431,3.640502550364379,95.01754317463212
1566784.966375128,-0.1429853388757676,2.933604470953602,93.800918162871
1699611.24463786,-0.163082770205401,2.334521197414785,93.6957983518634
1843698.04720722,-0.1945933948364445,1.620345454320706,93.2522109254475
2000000,-0.2052918899919047,0.8859092981095165,92.74453276299079
